"ID","Call ID","着信日時","切断日時","通話秒数","着信先番号","発信元番号","シナリオID","シナリオ名","パートナーID","パートナー名","アカウントID","アカウント名","完了フラグ","★最初のガイダンス音声","”1or2”新規OR既存","”1-2”折り返しOR”SMS”","【000：着信通知】","""1-6""折り返し予約：電話番号入力","""1-7""折り返し予約：電話番号通知","""1-8""折返し時間帯選択","""1-9""：折返し時間帯通知","”1-10”：受付完了案内","【999：エラーガイダンス】","""2-1""電話番号入力","""2-2""SMS送信","”2-3”：受付完了案内","3いきなり終了"
"900264","S000DBCA8","2026-06-13 21:10:49","2026-06-13 21:10:53","4","03-0000-0000","080-9778-4693","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900258","S000DBCA2","2026-06-13 22:08:54","2026-06-13 22:09:09","15","03-0000-0000","0800-000-201","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","","","","","","","","","","","","",""
"900267","S000DBCAB","2026-06-13 22:25:41","2026-06-13 22:26:40","59","03-0000-0000","0120-000-103","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200267&result=OK:result=OK","08021733791","200:customer_id=200267&result=OK:result=OK","15:00～18:00","200:customer_id=200267&result=OK:result=OK","1","","","","",""
"900259","S000DBCA3","2026-06-13 22:27:58","2026-06-13 22:27:58","0","03-0000-0000","070-6973-4019","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900272","S000DBCB0","2026-06-13 23:16:53","2026-06-13 23:17:40","47","03-0000-0000","0120-000-103","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","新規","""1-2-1""折り返し予約受付","","","","","","","","","","",""
"900257","S000DBCA1","2026-06-14 05:05:59","2026-06-14 05:06:54","55","03-0000-0000","0120-000-103","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200257&result=OK:result=OK","09096673357","200:customer_id=200257&result=OK:result=OK","時間指定無し","200:customer_id=200257&result=OK:result=OK","1","","","","",""
"900270","S000DBCAE","2026-06-14 05:08:06","2026-06-14 05:08:12","6","03-0000-0000","0120-000-101","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","","","","","","","","","","","","",""
"900262","S000DBCA6","2026-06-14 05:24:19","2026-06-14 05:24:56","37","03-0000-0000","0120-000-103","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","新規","""1-2-1""折り返し予約受付","","","","","","","","","","",""
"900273","S000DBCB1","2026-06-14 05:28:04","2026-06-14 05:29:38","94","03-0000-0000","080-9716-6155","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200273&result=OK:result=OK","07072775541","200:customer_id=200273&result=OK:result=OK","12:00～15:00","200:customer_id=200273&result=OK:result=OK","1","","","","",""
"900260","S000DBCA4","2026-06-14 06:01:41","2026-06-14 06:01:48","7","03-0000-0000","080-6980-1660","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","","","","","","","","","","","","",""
"900269","S000DBCAD","2026-06-14 06:25:59","2026-06-14 06:27:19","80","03-0000-0000","0120-000-101","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200269&result=OK:result=OK","08052829781","200:customer_id=200269&result=OK:result=OK","時間指定無し","200:customer_id=200269&result=OK:result=OK","1","","","","",""
"900268","S000DBCAC","2026-06-14 06:57:49","2026-06-14 06:58:00","11","03-0000-0000","0120-000-101","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","","","","","","","","","","","","",""
"900265","S000DBCA9","2026-06-14 08:11:39","2026-06-14 08:12:12","33","03-0000-0000","0800-000-201","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","既存","""1-2-1""折り返し予約受付","","","","","","","","","","",""
"900256","S000DBCA0","2026-06-14 08:30:20","2026-06-14 08:31:15","55","03-0000-0000","080-6564-6869","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200256&result=OK:result=OK","09083791873","200:customer_id=200256&result=OK:result=OK","10:00～12:00","200:customer_id=200256&result=OK:result=OK","1","","","","",""
"900295","S000DBCC7","2026-06-14 19:33:15","2026-06-14 19:33:15","0","03-0000-0000","0120-000-102","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900299","S000DBCCB","2026-06-14 20:03:45","2026-06-14 20:03:45","0","03-0000-0000","0120-000-103","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900279","S000DBCB7","2026-06-14 20:19:25","2026-06-14 20:19:54","29","03-0000-0000","0120-000-102","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","新規","""1-2-1""折り返し予約受付","","","","","","","","","","",""
"900288","S000DBCC0","2026-06-14 20:25:24","2026-06-14 20:26:22","58","03-0000-0000","070-2626-9506","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200288&result=OK:result=OK","08074922087","200:customer_id=200288&result=OK:result=OK","12:00～15:00","200:customer_id=200288&result=OK:result=OK","1","","","","",""
"900293","S000DBCC5","2026-06-14 20:46:42","2026-06-14 20:47:46","64","03-0000-0000","0120-000-103","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200293&result=OK:result=OK","07084946579","200:customer_id=200293&result=OK:result=OK","15:00～18:00","200:customer_id=200293&result=OK:result=OK","1","","","","",""
"900282","S000DBCBA","2026-06-14 20:58:29","2026-06-14 20:58:36","7","03-0000-0000","090-3476-3366","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900297","S000DBCC9","2026-06-14 21:59:56","2026-06-14 22:01:26","90","03-0000-0000","090-1739-2416","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200297&result=OK:result=OK","07081127753","200:customer_id=200297&result=OK:result=OK","10:00～12:00","200:customer_id=200297&result=OK:result=OK","1","","","","",""
"900291","S000DBCC3","2026-06-14 22:37:12","2026-06-14 22:38:59","107","03-0000-0000","090-3030-2679","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200291&result=OK:result=OK","08024404698","200:customer_id=200291&result=OK:result=OK","12:00～15:00","200:customer_id=200291&result=OK:result=OK","1","","","","",""
"900280","S000DBCB8","2026-06-14 23:00:52","2026-06-14 23:01:57","65","03-0000-0000","0800-000-201","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200280&result=OK:result=OK","09094371077","200:customer_id=200280&result=OK:result=OK","15:00～18:00","200:customer_id=200280&result=OK:result=OK","1","","","","",""
"900286","S000DBCBE","2026-06-14 23:13:07","2026-06-14 23:13:45","38","03-0000-0000","090-8106-6481","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","","","","","","","","","","","","1"
"900278","S000DBCB6","2026-06-14 23:51:43","2026-06-14 23:51:45","2","03-0000-0000","080-7774-8092","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900281","S000DBCB9","2026-06-15 01:51:02","2026-06-15 01:51:15","13","03-0000-0000","0120-000-103","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","","","","","","","","","","","","",""
"900285","S000DBCBD","2026-06-15 01:56:28","2026-06-15 01:56:55","27","03-0000-0000","090-6854-8273","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","","","","","","","","","","","","1"
"900294","S000DBCC6","2026-06-15 01:59:47","2026-06-15 02:01:23","96","03-0000-0000","0120-000-101","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200294&result=OK:result=OK","08039063372","200:customer_id=200294&result=OK:result=OK","10:00～12:00","200:customer_id=200294&result=OK:result=OK","1","","","","",""
"900283","S000DBCBB","2026-06-15 05:44:28","2026-06-15 05:45:59","91","03-0000-0000","0120-000-101","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200283&result=OK:result=OK","07094466657","200:customer_id=200283&result=OK:result=OK","10:00～12:00","200:customer_id=200283&result=OK:result=OK","1","","","","",""
"900289","S000DBCC1","2026-06-15 05:57:31","2026-06-15 05:58:03","32","03-0000-0000","080-1688-7125","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","既存","","","","","","","","","","","",""
"900287","S000DBCBF","2026-06-15 06:16:25","2026-06-15 06:17:40","75","03-0000-0000","0120-000-102","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","既存","""1-2-1""折り返し予約受付","200:customer_id=200287&result=OK:result=OK","08071613673","200:customer_id=200287&result=OK:result=OK","10:00～12:00","200:customer_id=200287&result=OK:result=OK","1","","","","",""
"900298","S000DBCCA","2026-06-15 06:30:13","2026-06-15 06:31:28","75","03-0000-0000","070-5383-2077","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","1","1","新規","""1-2-1""折り返し予約受付","200:customer_id=200298&result=OK:result=OK","08033764582","200:customer_id=200298&result=OK:result=OK","10:00～12:00","200:customer_id=200298&result=OK:result=OK","1","","","","",""
"900292","S000DBCC4","2026-06-15 06:42:12","2026-06-15 06:42:48","36","03-0000-0000","070-4642-1785","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","新規","""1-2-1""折り返し予約受付","","","","","","","","","","",""
"900284","S000DBCBC","2026-06-15 06:43:06","2026-06-15 06:43:08","2","03-0000-0000","0800-000-201","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
"900296","S000DBCC8","2026-06-15 07:04:20","2026-06-15 07:04:51","31","03-0000-0000","0120-000-102","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","1","既存","","","","","","","","","","","",""
"900290","S000DBCC2","2026-06-15 08:23:28","2026-06-15 08:23:29","1","03-0000-0000","090-9849-8884","10000","サンプル連携フロー_v1.0.0","1","サンプル株式会社","1","サンプル株式会社","0","","","","","","","","","","","","","",""
